business_name,telephone,business_page,category,website,street,locality,region,zipcode
Allegany Elementary School,(716) 375-6600,https://www.yellowpages.com/limestone-ny/mip/allegany-elementary-school-466412507,Public Schools,https://www.alcsny.org,640 Main St,Limestone,NY,14753
Olcott Church,(716) 778-5913,https://www.yellowpages.com/burt-ny/mip/olcott-church-9966808,Religious Organizations,http://olcottbible.org,1782 Lockport Olcott Rd,Burt,NY,14028
Nurses Office High School,(585) 374-7914,https://www.yellowpages.com/naples-ny/mip/nurses-office-high-school-466989375,"Public Schools,Schools",,,Naples,NY,14512
Partnership For Results,(315) 282-0005,https://www.yellowpages.com/auburn-ny/mip/partnership-for-results-465581469,"Public Schools,Business & Vocational Schools,Colleges & Universities",http://www.partnershipforresults.org,34 Wright Ave,Auburn,NY,13021
Lakeshore Road Elementary School,(315) 218-2600,https://www.yellowpages.com/cicero-ny/mip/lakeshore-road-elementary-school-17800109,"Public Schools,Elementary Schools,Preschools & Kindergarten",https://www.nscsd.org,7180 Lakeshore Rd,Cicero,NY,13039
Martin Music Ministries Inc,(607) 539-6810,https://www.yellowpages.com/brooktondale-ny/mip/martin-music-ministries-inc-4820637,"Religious Organizations,Churches & Places of Worship",http://eaglesrestbb.com,637 White Church Rd,Brooktondale,NY,14817
Brownville / Gp Elementary School,(315) 788-6976,https://www.yellowpages.com/brownville-ny/mip/brownville-gp-elementary-school-503700932,"Public Schools,Elementary Schools,Schools",,275 E Main St,Brownville,NY,13615
Word Of Life Ministries,(716) 297-2951,https://www.yellowpages.com/niagara-falls-ny/mip/word-of-life-ministries-999092,"Religious Organizations,Churches & Places of Worship,Non-Denominational Churches",,1941 Hyde Park Blvd,Niagara Falls,NY,14305
Union Endicott School District,(607) 757-2137,https://www.yellowpages.com/endicott-ny/mip/union-endicott-school-district-467811407,Public Schools,https://www.uek12.org,715 Paden St,Endicott,NY,13760
C R Weeks Elementary School,(607) 775-3226,https://www.yellowpages.com/windsor-ny/mip/c-r-weeks-elementary-school-12184047,"Public Schools,Elementary Schools,Schools",http://www.windsor-csd.org/CRWeeksElementary_home.aspx,440 Foley Rd,Windsor,NY,13865
Camden Senior High School,(315) 245-3168,https://www.yellowpages.com/camden-ny/mip/camden-senior-high-school-8844472,"Public Schools,Schools,Elementary Schools",http://www.camdenschools.org,55 Oswego St,Camden,NY,13316
Auburn Enlarged City School District,(315) 255-8486,https://www.yellowpages.com/auburn-ny/mip/auburn-enlarged-city-school-district-462429166,"Public Schools,Schools,Elementary Schools",,191 Franklin St,Auburn,NY,13021
Elmira City School District,(607) 735-3500,https://www.yellowpages.com/elmira-ny/mip/elmira-city-school-district-467009612,Public Schools,,310 Sullivan St,Elmira,NY,14901
Sisters Of St. Francis Health Services,(716) 839-0052,https://www.yellowpages.com/buffalo-ny/mip/sisters-of-st-francis-health-services-10891515,Religious Organizations,http://www.ssfhs.org,2 Lamarck Dr,Buffalo,NY,14226
Buffalo Public Schools,(716) 816-4450,https://www.yellowpages.com/buffalo-ny/mip/buffalo-public-schools-8356720,"Public Schools,Schools",http://buffalopublicschools.org,400 Kensington Ave,Buffalo,NY,14214
Jamesville Elementary School,(315) 445-8462,https://www.yellowpages.com/syracuse-ny/mip/jamesville-elementary-school-1878277,"Public Schools,Schools",,,Syracuse,NY,13201
Jehovah's Witnesses North Congregation,(716) 484-2305,https://www.yellowpages.com/jamestown-ny/mip/jehovahs-witnesses-north-congregation-6108369,"Religious Organizations,Jehovah's Witnesses Places of Worship,Churches & Places of Worship",,7 Rugby Pl,Jamestown,NY,14701
Love Elementary School,(716) 483-4405,https://www.yellowpages.com/jamestown-ny/mip/love-elementary-school-18276690,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://ww2.jamestownpublicschools.org/schools/elementary-schools/love-elementary,50 E 8th St,Jamestown,NY,14701
William H Golding Middle School,(518) 234-8368,https://www.yellowpages.com/cobleskill-ny/mip/william-h-golding-middle-school-17191864,Public Schools,http://www.crcs.k12.ny.us,193 Golding Dr,Cobleskill,NY,12043
Buffalo Public Schools,(716) 816-3220,https://www.yellowpages.com/buffalo-ny/mip/buffalo-public-schools-462447951,"Public Schools,Schools,Government Offices",,350 Vermont St,Buffalo,NY,14213
Utica City School District,(315) 792-2171,https://www.yellowpages.com/utica-ny/mip/utica-city-school-district-492775107,Public Schools,http://uticaschools.org,2630 Remington Rd,Utica,NY,13501
St Peter & Paul School,(716) 649-7030,https://www.yellowpages.com/hamburg-ny/mip/st-peter-paul-school-466664175,"Public Schools,Schools,Private Schools (K-12)",https://sspphamburg.org,68 E Main St,Hamburg,NY,14075
Buffalo Public Schools,(716) 816-3160,https://www.yellowpages.com/buffalo-ny/mip/buffalo-public-schools-454812306,"Public Schools,Government Offices,Schools",https://www.buffaloschools.org,118 Hampshire St,Buffalo,NY,14213
Livonia Central School District,(585) 346-4000,https://www.yellowpages.com/livonia-ny/mip/livonia-central-school-district-21168647,"Public Schools,Schools,Educational Services",http://www.livoniacsd.org/ElementarySchool,6 Puppy Ln,Livonia,NY,14487
Yeshiva Ltzierim,(718) 232-6480,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-ltzierim-482492560,"Public Schools,Schools",,2143 65th St,Brooklyn,NY,11204
Frewsburg Central School,(716) 569-3255,https://www.yellowpages.com/frewsburg-ny/mip/frewsburg-central-school-2986856,"Public Schools,Schools,Middle Schools",http://frewsburgcsd.org,26 Institute St,Frewsburg,NY,14738
Yeshiva B'nei Torah,(516) 983-7878,https://www.yellowpages.com/far-rockaway-ny/mip/yeshiva-bnei-torah-13571739,Religious General Interest Schools,http://www.ybt.org,737 Elvira Ave,Far Rockaway,NY,11691
Cogic Shiloh,(631) 286-8423,https://www.yellowpages.com/bellport-ny/mip/cogic-shiloh-21540460,Religious Organizations,,515 Atlantic Ave,Bellport,NY,11713
Richmondville United Methodist Church,(518) 294-0028,https://www.yellowpages.com/richmondville-ny/mip/richmondville-united-methodist-church-474022026,"Religious Organizations,Methodist Churches,Churches & Places of Worship",http://www.unyumc.org/resources/church/richmondville-umc,266 Main St,Richmondville,NY,12149
Altmar High School,(315) 625-5220,https://www.yellowpages.com/parish-ny/mip/altmar-high-school-462863277,"Public Schools,High Schools",http://www.apw.cnyric.org,639 County Route 22,Parish,NY,13131
Mount Mercy Academy,(716) 825-0976,https://www.yellowpages.com/buffalo-ny/mip/mount-mercy-academy-3915453,"Public Schools,Schools,High Schools",http://www.mtmercy.org,88 Red Jacket Pkwy,Buffalo,NY,14220
Casey Park Elementary School,(315) 255-8760,https://www.yellowpages.com/auburn-ny/mip/casey-park-elementary-school-4710835,"Public Schools,Preschools & Kindergarten,Elementary Schools",http://casey.auburn.cnyric.org,101 Pulaski St,Auburn,NY,13021
Calvin Coolidge School,(607) 762-8290,https://www.yellowpages.com/binghamton-ny/mip/calvin-coolidge-school-537444285,Public Schools,http://www.binghamtonschools.org,261 Old State Rd,Binghamton,NY,13904
Yeshiva Sharrai Hatzlacha,(718) 232-1333,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-sharrai-hatzlacha-456720643,,,1535 63rd St Ste LL,Brooklyn,NY,11219
St Philip of Jesus At Willsboro Church,(518) 963-4524,https://www.yellowpages.com/willsboro-ny/mip/st-philip-of-jesus-at-willsboro-church-11995045,"Religious Organizations,Catholic Churches,Churches & Places of Worship",,17 Maple St,Willsboro,NY,12996
St James Church,(607) 432-1458,https://www.yellowpages.com/oneonta-ny/mip/st-james-church-6837820,"Religious Organizations,Episcopal Churches,Churches & Places of Worship",http://www.st-james-oneonta.org,305 Main St,Oneonta,NY,13820
Geneva City School District Headstart,(315) 781-4104,https://www.yellowpages.com/geneva-ny/mip/geneva-city-school-district-headstart-545351132,Public Schools,https://www.genevacsd.org,300 Saint Clair St,Geneva,NY,14456
Holy Apostles Episcopal Church,(585) 237-5883,https://www.yellowpages.com/perry-ny/mip/holy-apostles-episcopal-church-19951450,"Religious Organizations,Episcopal Churches,Churches & Places of Worship",http://www.episcopalchurch.org,88 Main St S,Perry,NY,14530
Crown Point Central School District,(518) 597-3285,https://www.yellowpages.com/crown-point-ny/mip/crown-point-central-school-district-473609315,"Public Schools,Schools,Elementary Schools",,2758 Main St,Crown Point,NY,12928
Columbia High School,(518) 207-2660,https://www.yellowpages.com/rensselaer-ny/mip/columbia-high-school-533671240,Public Schools,http://egcsd.org,225 Mccullough Pl,Rensselaer,NY,12144
School District City Of Oswego,(315) 341-2900,https://www.yellowpages.com/oswego-ny/mip/school-district-city-of-oswego-4144759,"Public Schools,Government Offices,Schools",http://www.oswego.org,22 Mark Fitzgibbons Dr,Oswego,NY,13126
Yeshiva & Kolel Bais Medrosh Elyon,(845) 356-7064,https://www.yellowpages.com/monsey-ny/mip/yeshiva-kolel-bais-medrosh-elyon-22553748,,,73 Main St,Monsey,NY,10952
Bluff Point United Methodist Church,(315) 536-0385,https://www.yellowpages.com/keuka-park-ny/mip/bluff-point-united-methodist-church-472186842,"Religious Organizations,Methodist Churches,Churches & Places of Worship",http://bluffpointumc.com,3044 Kinneys Corners Rd,Keuka Park,NY,14478
West Valley Central School,(716) 942-3293,https://www.yellowpages.com/west-valley-ny/mip/west-valley-central-school-2837180,"Public Schools,Schools,Government Offices",http://www.wvalley.wnyric.org,5359 School St,West Valley,NY,14171
Yeshiva Kehilath Yakov,(914) 512-9301,https://www.yellowpages.com/ossining-ny/mip/yeshiva-kehilath-yakov-1805250,"Private Schools (K-12),Schools,Child Care",http://nces.ed.gov,340 Illington Rd,Ossining,NY,10562
Hugh R Jones Elementary School,(315) 792-2171,https://www.yellowpages.com/utica-ny/mip/hugh-r-jones-elementary-school-466922307,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://www.uticaschools.org/jones,2630 Remington Rd,Utica,NY,13501
Walls Memorial AME Zion Church,(716) 886-6527,https://www.yellowpages.com/buffalo-ny/mip/walls-memorial-ame-zion-church-8222289,"Religious Organizations,African Methodist Episcopal Churches,Churches & Places of Worship",http://www.wallsmemorialamez.com,455 Glenwood Ave,Buffalo,NY,14208
New York Satsang Society Inc,(315) 692-4539,https://www.yellowpages.com/manlius-ny/mip/new-york-satsang-society-inc-497065210,Religious Organizations,,206 E Seneca St,Manlius,NY,13104
Muslim Comm Assoc,(315) 732-4002,https://www.yellowpages.com/utica-ny/mip/muslim-comm-assoc-20291638,Religious Organizations,,1631 Kemble St,Utica,NY,13501
Randallsville New Life Church,(315) 824-5727,https://www.yellowpages.com/hamilton-ny/mip/randallsville-new-life-church-464875525,"Religious Organizations,Interdenominational Churches,Churches & Places of Worship",http://www.rnlcny.org,1528 River Rd,Hamilton,NY,13346
Remsen District Office,(315) 831-3797,https://www.yellowpages.com/remsen-ny/mip/remsen-district-office-460503810,"Public Schools,Schools,Elementary Schools",,Po Box 406,Remsen,NY,13438
Cassadaga Middle High School,(716) 962-8581,https://www.yellowpages.com/sinclairville-ny/mip/cassadaga-middle-high-school-468140722,"Public Schools,High Schools,Schools",http://www.cvcougars.org,5935 Route 60,Sinclairville,NY,14782
Seward Elementary School,(315) 255-8600,https://www.yellowpages.com/auburn-ny/mip/seward-elementary-school-3483637,"Public Schools,Elementary Schools,Schools",http://www.aecsd.education,52 Metcalf Dr,Auburn,NY,13021
Transformed Life Christian Center,(315) 897-0125,https://www.yellowpages.com/oneida-ny/mip/transformed-life-christian-center-462577696,"Religious Organizations,Christian Churches,Religious Counseling",http://www.transformed-life.org,314 E Walnut St,Oneida,NY,13421
Bridgeport Elementary School,(315) 633-9611,https://www.yellowpages.com/bridgeport-ny/mip/bridgeport-elementary-school-6841586,"Public Schools,Preschools & Kindergarten,Elementary Schools",http://www.chittenangoschools.org,9076 North Rd,Bridgeport,NY,13030
Willard Prior Elementary School,(315) 363-2190,https://www.yellowpages.com/oneida-ny/mip/willard-prior-elementary-school-468221936,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://www.oneidacsd.org,205 East Ave,Oneida,NY,13421
Yeshiva Kehilath Yakov Inc,(718) 972-0839,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-kehilath-yakov-inc-3501609,"Private Schools (K-12),Schools,Educational Services",,4706 10th Ave,Brooklyn,NY,11219
Gowanda Central School District,(716) 532-3325,https://www.yellowpages.com/gowanda-ny/mip/gowanda-central-school-district-457451588,"Public Schools,Schools,Elementary Schools",http://www.gowcsd.org,10674 Prospect St,Gowanda,NY,14070
Pine Valet Schools Business Garage,(716) 988-3254,https://www.yellowpages.com/south-dayton-ny/mip/pine-valet-schools-business-garage-546076576,"Public Schools,Schools",https://www.pval.org,7827 Route 83,South Dayton,NY,14138
West Genesee Central School District,(315) 672-3256,https://www.yellowpages.com/camillus-ny/mip/west-genesee-central-school-district-467091182,"Public Schools,Schools,Elementary Schools",http://westgenesee.org,5525 Ike Dixon Rd,Camillus,NY,13031
Well Buffalo Church,(716) 404-9355,https://www.yellowpages.com/getzville-ny/mip/well-buffalo-church-529153313,"Religious Organizations,Churches & Places of Worship",http://www.thewellbuffalo.com,955 Dodge Rd,Getzville,NY,14068
Union East Elementary School,(716) 686-3620,https://www.yellowpages.com/buffalo-ny/mip/union-east-elementary-school-8759198,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://www.cheektowagak12.org/domain/289,3550 Union Rd,Buffalo,NY,14225
Hendy Avenue Elementary School,(607) 735-3760,https://www.yellowpages.com/elmira-ny/mip/hendy-avenue-elementary-school-2629669,"Public Schools,Schools",,,Elmira,NY,14901
Embraced By God,(716) 754-4948,https://www.yellowpages.com/stella-niagara-ny/mip/embraced-by-god-527583857,"Religious Organizations,Church of God,Churches & Places of Worship",http://embracedbygod.org,4421 Lower River Rd,Stella Niagara,NY,14144
Grant Middle School,(315) 435-4433,https://www.yellowpages.com/syracuse-ny/mip/grant-middle-school-7874559,"Public Schools,Schools,Elementary Schools",http://www.syracusecityschools.com,2400 Grant Blvd,Syracuse,NY,13208
Dodge Elementary School,(716) 626-9820,https://www.yellowpages.com/east-amherst-ny/mip/dodge-elementary-school-4474917,"Public Schools,Elementary Schools,Preschools & Kindergarten",https://www.williamsvillek12.org/dodgeelementary,1900 Dodge Rd,East Amherst,NY,14051
Church of the Redeemer Episcopal,(607) 359-2300,https://www.yellowpages.com/addison-ny/mip/church-of-the-redeemer-episcopal-12543307,"Religious Organizations,Episcopal Churches,Churches & Places of Worship",http://www.episcopalchurch.org/parish/church-redeemer-addison-ny,1 Wombaugh Sq,Addison,NY,14801
Upstate NY Synod,(315) 299-4851,https://www.yellowpages.com/east-syracuse-ny/mip/upstate-ny-synod-504012193,Religious Organizations,http://upstatenysynod.org,5811 Heritage Landing Dr,East Syracuse,NY,13057
Horseheads Intermediate School,(607) 739-6366,https://www.yellowpages.com/horseheads-ny/mip/horseheads-intermediate-school-458545488,"Public Schools,Preschools & Kindergarten,Schools",http://www.horseheadsdistrict.com,952 Sing Sing Rd,Horseheads,NY,14845
Silver Creek Centrl School,(716) 934-2603,https://www.yellowpages.com/silver-creek-ny/mip/silver-creek-centrl-school-16943775,"Public Schools,Schools,Elementary Schools",http://silvercreekschools.org,1 Dickinson St,Silver Creek,NY,14136
Rome City School District,(315) 334-5180,https://www.yellowpages.com/rome-ny/mip/rome-city-school-district-459607131,Public Schools,,758 W Liberty St,Rome,NY,13440
Oneida High School,(315) 363-6901,https://www.yellowpages.com/oneida-ny/mip/oneida-high-school-466546849,"Public Schools,Schools,Elementary Schools",http://www.oneidacsd.org,560 Seneca St,Oneida,NY,13421
Hastings-Mallory Elementary School,(315) 668-4252,https://www.yellowpages.com/central-square-ny/mip/hastings-mallory-elementary-school-504249321,"Public Schools,Elementary Schools,Religious General Interest Schools",http://www.centralsquareschools.org/Hastings-MalloryElementary.cfm,93 Barker Rd,Central Square,NY,13036
